unit,series,year,tier,mark_scheme,title,url
M4,Summer,2023,H,1,"Higher Tier, M4: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Higher%20Tier%2C%20M4%3A%20%28With%20calculator%29-MS.pdf
M3,Summer,2023,H,1,"Higher Tier, M3: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Higher%20Tier%2C%20M3%3A%20%28With%20calculator%29-MS.pdf
M2,Summer,2023,F,1,"Foundation Tier, M2: (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Foundation%20Tier%2C%20M2%3A%20%28With%20calculator%29%20-MS.pdf
M1,Summer,2023,F,1,"Foundation Tier, M1 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Foundation%20Tier%2C%20M1%20%28With%20calculator%29-MS.pdf
M5-P1,Summer,2023,F,0,"Foundation Tier, M5: Paper 1 (Non-Calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Foundation%20Tier%2C%20M5%3A%20Paper%201%20%28Non-Calculator%29-Paper.pdf
M7-P1,Summer,2023,H,0,"Higher Tier, M7: Paper 1 (Non-calculator)  ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Higher%20Tier%2C%20M7%3A%20Paper%201%20%28Non-calculator%29%20%20-Paper.pdf
M6-P1,Summer,2023,F,0,"Foundation Tier, M6: Paper 1 (Non-calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Foundation%20Tier%2C%20M6%3A%20Paper%201%20%28Non-calculator%29%20-Paper.pdf
M6-P2,Summer,2023,F,0,"Foundation Tier, M6: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Foundation%20Tier%2C%20M6%3A%20Paper%202%20%28With%20calculator%29-Paper.pdf
M7-P2,Summer,2023,H,0,"Higher Tier, M7: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Higher%20Tier%2C%20M7%3A%20Paper%202%20%28With%20calculator%29-Paper.pdf
M5-P2,Summer,2023,F,0,"Foundation Tier, M5: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Foundation%20Tier%2C%20M5%3A%20Paper%202%20%28With%20calculator%29-Paper.pdf
M8-P2,November,2022,H,0,"Higher Tier, M8: Paper 2 (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M8%3A%20Paper%202%20%28With%20calculator%29%20-Paper.pdf
M7-P2,November,2022,H,0,"Higher Tier, M7: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M7%3A%20Paper%202%20%28With%20calculator%29-Paper.pdf
M6-P2,November,2022,F,0,"Foundation Tier, M6: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M6%3A%20Paper%202%20%28With%20calculator%29-Paper.pdf
M5-P2,November,2022,F,0,"Foundation Tier, M5: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M5%3A%20Paper%202%20%28With%20calculator%29-Paper.pdf
M2,November,2022,F,0,"Foundation Tier, M2: (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M2%3A%20%28With%20calculator%29%20-Paper.pdf
M1,November,2022,F,0,"Foundation Tier, M1: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M1%3A%20%28With%20calculator%29-Paper.pdf
M2,January,2020,F,1,"Foundation Tier, M2: (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2020-January/Standard/0/GCSE-Mathematics%20-504-January2020-Foundation%20Tier%2C%20M2%3A%20%28With%20calculator%29%20-MS.pdf
M3,Summer,2023,H,0,"Higher Tier, M3: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Higher%20Tier%2C%20M3%3A%20%28With%20calculator%29-Paper.pdf
M2,Summer,2023,F,0,"Foundation Tier, M2: (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Foundation%20Tier%2C%20M2%3A%20%28With%20calculator%29%20-Paper.pdf
M1,Summer,2023,F,0,"Foundation Tier, M1: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Foundation%20Tier%2C%20M1%3A%20%28With%20calculator%29-Paper.pdf
M8-P2,Summer,2023,H,0,"Higher Tier, M8: Paper 2 (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Higher%20Tier%2C%20M8%3A%20Paper%202%20%28With%20calculator%29%20-Paper.pdf
M8-P1,Summer,2023,H,0,"Higher Tier, M8: Paper 1 (Non-calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Higher%20Tier%2C%20M8%3A%20Paper%201%20%28Non-calculator%29-Paper.pdf
M4,Summer,2023,H,0,"Higher Tier, M4: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2023-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2023-Higher%20Tier%2C%20M4%3A%20%28With%20calculator%29-Paper.pdf
M5-P1,November,2022,F,0,"Foundation Tier, M5: Paper 1 (Non-Calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M5%3A%20Paper%201%20%28Non-Calculator%29-Paper.pdf
M3,Summer,2018,H,0,"Higher Tier, M3: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2018-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2018-Higher%20Tier%2C%20M3%3A%20%28With%20calculator%29-Paper.pdf
M8-P2,November,2022,H,1,"Higher Tier, M8: Paper 2 (With calculator)  ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M8%3A%20Paper%202%20%28With%20calculator%29%20%20-MS.pdf
M8-P1,November,2022,H,1,"Higher Tier, M8: Paper 1 (Non-calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M8%3A%20Paper%201%20%28Non-calculator%29%20-MS.pdf
M7-P2,November,2022,H,1,"Higher Tier, M7: Paper 2 (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M7%3A%20Paper%202%20%28With%20calculator%29%20-MS.pdf
M7-P1,November,2022,H,1,"Higher Tier, M7: Paper 1 (Non-calculator)  ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M7%3A%20Paper%201%20%28Non-calculator%29%20%20-MS.pdf
M6-P2,November,2022,F,1,"Foundation Tier, M6: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M6%3A%20Paper%202%20%28With%20calculator%29-MS.pdf
M6-P1,November,2022,F,1,"Foundation Tier, M6: Paper 1 (Non-calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M6%3A%20Paper%201%20%28Non-calculator%29%20-MS.pdf
M5-P2,November,2022,F,1,"Foundation Tier, M5: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M5%3A%20Paper%202%20%28With%20calculator%29-MS.pdf
M5-P1,November,2022,F,1,"Foundation Tier, M5: Paper 1 (Non-calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M5%3A%20Paper%201%20%28Non-calculator%29-MS.pdf
M4,November,2022,H,1,"Higher Tier, M4: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M4%3A%20%28With%20calculator%29-MS.pdf
M3,November,2022,H,1,"Higher Tier, M3: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M3%3A%20%28With%20calculator%29-MS.pdf
M2,November,2022,F,1,"Foundation Tier, M2: (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M2%3A%20%28With%20calculator%29%20-MS.pdf
M1,November,2022,F,1,"Foundation Tier, M1: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M1%3A%20%28With%20calculator%29-MS.pdf
M1,Summer,2018,F,0,"Foundation Tier, Unit M1 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2018-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2018-Foundation%20Tier%2C%20Unit%20M1%20%28With%20calculator%29-Paper_0.pdf
M7-P1,November,2022,H,0,"Higher Tier, M7: Paper 1 (Non-calculator)  ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M7%3A%20Paper%201%20%28Non-calculator%29%20%20-Paper.pdf
M6-P1,November,2022,F,0,"Foundation Tier, M6: Paper 1 (Non-calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Foundation%20Tier%2C%20M6%3A%20Paper%201%20%28Non-calculator%29%20-Paper.pdf
M4,November,2022,H,0,"Higher Tier, M4: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M4%3A%20%28With%20calculator%29-Paper.pdf
M3,November,2022,H,0,"Higher Tier, M3: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M3%3A%20%28With%20calculator%29-Paper.pdf
M8-P1,November,2022,H,0,"Higher Tier, M8: Paper 1 (Non-calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-November/Standard/0/GCSE-Mathematics%20-504-November2022-Higher%20Tier%2C%20M8%3A%20Paper%201%20%28Non-calculator%29-Paper.pdf
M1,Summer,2022,F,0,"Foundation Tier, M1 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M1%20%28With%20calculator%29-Paper.pdf
M8-P2,Summer,2022,H,1,"Higher Tier, M8: Paper 2 (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M8%3A%20Paper%202%20%28With%20calculator%29%20-MS.pdf
M8-P1,Summer,2022,H,1,"Higher Tier, M8: Paper 1 (Non-calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M8%3A%20Paper%201%20%28Non-calculator%29-MS.pdf
M7-P2,Summer,2022,H,1,"Higher Tier, M7: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M7%3A%20Paper%202%20%28With%20calculator%29-MS.pdf
M7-P1,Summer,2022,H,1,"Higher Tier, M7: Paper 1 (Non-calculator)  ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M7%3A%20Paper%201%20%28Non-calculator%29%20%20-MS.pdf
M6-P2,Summer,2022,F,1,"Foundation Tier, M6: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M6%3A%20Paper%202%20%28With%20calculator%29-MS.pdf
M6-P1,Summer,2022,F,1,"Foundation Tier, M6: Paper 1 (Non-calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M6%3A%20Paper%201%20%28Non-calculator%29%20-MS.pdf
M5-P2,Summer,2022,F,1,"Foundation Tier, M5: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M5%3A%20Paper%202%20%28With%20calculator%29-MS.pdf
M5-P1,Summer,2022,F,1,"Foundation Tier, M5: Paper 1 (Non-Calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M5%3A%20Paper%201%20%28Non-Calculator%29-MS.pdf
M4,Summer,2022,H,1,"Higher Tier, M4: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M4%3A%20%28With%20calculator%29-MS.pdf
M3,Summer,2022,H,1,"Higher Tier, M3: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M3%3A%20%28With%20calculator%29-MS.pdf
M2,Summer,2022,F,1,"Foundation Tier, M2: (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M2%3A%20%28With%20calculator%29%20-MS.pdf
M1,Summer,2022,F,1,"Foundation Tier, M1 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M1%20%28With%20calculator%29-MS.pdf
M7-P2,Summer,2022,H,0,"Higher Tier,  M7: Paper 2 (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20%20M7%3A%20Paper%202%20%28With%20calculator%29%20-Paper.pdf
M8-P2,Summer,2022,H,0,"Higher Tier, M8: Paper 2 (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M8%3A%20Paper%202%20%28With%20calculator%29%20-Paper.pdf
M8-P1,Summer,2022,H,0,"Higher Tier, M8: Paper 1 (Non-calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M8%3A%20Paper%201%20%28Non-calculator%29%20-Paper.pdf
M7-P1,Summer,2022,H,0,"Higher Tier, M7: Paper 1 (Non-calculator)  ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M7%3A%20Paper%201%20%28Non-calculator%29%20%20-Paper.pdf
M6-P2,Summer,2022,F,0,"Foundation Tier, M6: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M6%3A%20Paper%202%20%28With%20calculator%29-Paper.pdf
M6-P1,Summer,2022,F,0,"Foundation Tier, M6: Paper 1 (Non-calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M6%3A%20Paper%201%20%28Non-calculator%29%20-Paper.pdf
M5-P2,Summer,2022,F,0,"Foundation Tier, M5: Paper 2 (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M5%3A%20Paper%202%20%28With%20calculator%29%20-Paper.pdf
M5-P1,Summer,2022,F,0,"Foundation Tier, M5: Paper 1 (Non-calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M5%3A%20Paper%201%20%28Non-calculator%29-Paper.pdf
M3,Summer,2022,H,0,"Higher Tier, M3: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M3%3A%20%28With%20calculator%29-Paper.pdf
M2,Summer,2022,F,0,"Foundation Tier, M2: (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Foundation%20Tier%2C%20M2%3A%20%28With%20calculator%29%20-Paper.pdf
M4,Summer,2022,H,0,"Higher Tier, M4: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2022-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2022-Higher%20Tier%2C%20M4%3A%20%28With%20calculator%29-Paper.pdf
M8-P2,November,2021,H,1,"Higher Tier, M8: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Higher%20Tier%2C%20M8%3A%20Paper%202%20%28With%20calculator%29-MS.pdf
M8-P1,November,2021,H,1,"Higher Tier, M8: Paper 1 (Non-Calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Higher%20Tier%2C%20M8%3A%20Paper%201%20%28Non-Calculator%29-MS.pdf
M7-P2,November,2021,H,1,"Higher Tier, M7: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Higher%20Tier%2C%20M7%3A%20Paper%202%20%28With%20calculator%29-MS.pdf
M7-P1,November,2021,H,1,"Higher Tier, M7: Paper 1 (Non-Calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Higher%20Tier%2C%20M7%3A%20Paper%201%20%28Non-Calculator%29-MS.pdf
M6-P2,November,2021,F,1,"Foundation Tier, M6: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Foundation%20Tier%2C%20M6%3A%20Paper%202%20%28With%20calculator%29-MS.pdf
M6-P1,November,2021,F,1,"Foundation Tier, M6: Paper 1 (Non-Calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Foundation%20Tier%2C%20M6%3A%20Paper%201%20%28Non-Calculator%29-MS.pdf
M5-P2,November,2021,F,1,"Foundation Tier, M5: Paper 2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Foundation%20Tier%2C%20M5%3A%20Paper%202%20%28With%20calculator%29-MS.pdf
M5-P1,November,2021,F,1,"Foundation Tier, M5: Paper 1 (Non-Calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Foundation%20Tier%2C%20M5%3A%20Paper%201%20%28Non-Calculator%29-MS.pdf
M4,November,2021,H,1,"Higher Tier, M4: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Higher%20Tier%2C%20M4%3A%20%28With%20calculator%29-MS.pdf
M3,November,2021,H,1,"Higher Tier, M3: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Higher%20Tier%2C%20M3%3A%20%28With%20calculator%29-MS.pdf
M2,November,2021,F,1,"Foundation Tier, M2: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Foundation%20Tier%2C%20M2%3A%20%28With%20calculator%29-MS.pdf
?,November,2021,F,1,"Foundation Tier, MI: (With Calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Foundation%20Tier%2C%20MI%3A%20%28With%20Calculator%29-MS.pdf
M5-P1,November,2021,F,0,"Foundation Tier, M5: Paper 1 (Non-Calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Foundation%20Tier%2C%20M5%3A%20Paper%201%20%28Non-Calculator%29-Paper.pdf
M6-P1,November,2021,F,0,"Foundation Tier, M6: Paper 1 (Non-Calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Foundation%20Tier%2C%20M6%3A%20Paper%201%20%28Non-Calculator%29%20-Paper.pdf
M2,Summer,2021,F,0,"Foundation Tier, M2: (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2021-Foundation%20Tier%2C%20M2%3A%20%28With%20calculator%29-Paper_0.pdf
M7-P1,November,2021,H,0,"Higher Tier, M7: Paper 1 (Non-calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2021-November/Standard/0/GCSE-Mathematics%20-504-November2021-Higher%20Tier%2C%20M7%3A%20Paper%201%20%28Non-calculator%29%20-Paper.pdf
